County,New Probable 2020-11-01,New Probable 2020-11-02,New Probable 2020-11-03,New Probable 2020-11-04,New Probable 2020-11-05,New Probable 2020-11-06,New Probable 2020-11-07,New Probable 2020-11-08,New Probable 2020-11-09,New Probable 2020-11-10,New Probable 2020-11-11,New Probable 2020-11-12,New Probable 2020-11-13,New Probable 2020-11-14,New Probable 2020-11-15,New Probable 2020-11-16,New Probable 2020-11-17,New Probable 2020-11-18,New Probable 2020-11-19,New Probable 2020-11-20,New Probable 2020-11-21,New Probable 2020-11-22,New Probable 2020-11-23,New Probable 2020-11-24,New Probable 2020-11-25,New Probable 2020-11-26,New Probable 2020-11-27,New Probable 2020-11-28,New Probable 2020-11-29,New Probable 2020-11-30,New Probable 2020-12-01,New Probable 2020-12-02,New Probable 2020-12-03,New Probable 2020-12-04,New Probable 2020-12-05,New Probable 2020-12-06,New Probable 2020-12-07,New Probable 2020-12-08,New Probable 2020-12-09,New Probable 2020-12-10,New Probable 2020-12-11,New Probable 2020-12-12,New Probable 2020-12-13,New Probable 2020-12-14,New Probable 2020-12-15,New Probable 2020-12-16,New Probable 2020-12-17,New Probable 2020-12-18,New Probable 2020-12-19,New Probable 2020-12-20,New Probable 2020-12-21,New Probable 2020-12-22,New Probable 2020-12-23,New Probable 2020-12-24,New Probable 2020-12-25,New Probable 2020-12-26,New Probable 2020-12-27,New Probable 2020-12-28,New Probable 2020-12-29,New Probable 2020-12-30,New Probable 2020-12-31,New Probable 2021-01-01,New Probable 2021-01-02,New Probable 2021-01-03,New Probable 2021-01-04,New Probable 2021-01-05,New Probable 2021-01-06,New Probable 2021-01-07,New Probable 2021-01-08,New Probable 2021-01-09,New Probable 2021-01-10,New Probable 2021-01-11,New Probable 2021-01-12,New Probable 2021-01-13,New Probable 2021-01-14,New Probable 2021-01-15,New Probable 2021-01-16,New Probable 2021-01-17,New Probable 2021-01-18,New Probable 2021-01-19,New Probable 2021-01-20,New Probable 2021-01-21,New Probable 2021-01-22,New Probable 2021-01-23,New Probable 2021-01-24,New Probable 2021-01-25,New Probable 2021-01-26,New Probable 2021-01-27,New Probable 2021-01-28,New Probable 2021-01-29,New Probable 2021-01-30,New Probable 2021-01-31,New Probable 2021-02-01,New Probable 2021-02-02,New Probable 2021-02-03,New Probable 2021-02-04,New Probable 2021-02-05,New Probable 2021-02-06,New Probable 2021-02-07,New Probable 2021-02-08,New Probable 2021-02-09,New Probable 2021-02-10,New Probable 2021-02-11,New Probable 2021-02-12,New Probable 2021-02-13,New Probable 2021-02-14,New Probable 2021-02-15,New Probable 2021-02-16,New Probable 2021-02-17,New Probable 2021-02-18,New Probable 2021-02-19,New Probable 2021-02-20,New Probable 2021-02-21,New Probable 2021-02-22,New Probable 2021-02-23,New Probable 2021-02-24,New Probable 2021-02-25,New Probable 2021-02-26,New Probable 2021-02-27,New Probable 2021-02-28,New Probable 2021-03-01,New Probable 2021-03-02,New Probable 2021-03-03,New Probable 2021-03-04,New Probable 2021-03-05,New Probable 2021-03-06,New Probable 2021-03-07,New Probable 2021-03-08,New Probable 2021-03-09,New Probable 2021-03-10,New Probable 2021-03-11,New Probable 2021-03-12,New Probable 2021-03-13,New Probable 2021-03-14,New Probable 2021-03-15,New Probable 2021-03-16,New Probable 2021-03-17,New Probable 2021-03-18,New Probable 2021-03-19,New Probable 2021-03-20,New Probable 2021-03-21,New Probable 2021-03-22,New Probable 2021-03-23,New Probable 2021-03-24,New Probable 2021-03-25,New Probable 2021-03-26,New Probable 2021-03-27,New Probable 2021-03-28,New Probable 2021-03-29,New Probable 2021-03-30,New Probable 2021-03-31,New Probable 2021-04-01,New Probable 2021-04-02,New Probable 2021-04-03,New Probable 2021-04-04,New Probable 2021-04-05,New Probable 2021-04-06,New Probable 2021-04-07,New Probable 2021-04-08,New Probable 2021-04-09,New Probable 2021-04-10,New Probable 2021-04-11,New Probable 2021-04-12,New Probable 2021-04-13,New Probable 2021-04-14,New Probable 2021-04-15,New Probable 2021-04-16,New Probable 2021-04-17,New Probable 2021-04-18,New Probable 2021-04-19,New Probable 2021-04-20,New Probable 2021-04-21,New Probable 2021-04-22,New Probable 2021-04-23,New Probable 2021-04-24,New Probable 2021-04-25,New Probable 2021-04-26,New Probable 2021-04-27,New Probable 2021-04-28,New Probable 2021-04-29,New Probable 2021-04-30,New Probable 2021-05-01,New Probable 2021-05-02,New Probable 2021-05-03,New Probable 2021-05-04,New Probable 2021-05-05,New Probable 2021-05-06,New Probable 2021-05-07,New Probable 2021-05-08,New Probable 2021-05-09,New Probable 2021-05-10,New Probable 2021-05-11,New Probable 2021-05-12,New Probable 2021-05-13,New Probable 2021-05-14,New Probable 2021-05-15,New Probable 2021-05-16,New Probable 2021-05-17,New Probable 2021-05-18,New Probable 2021-05-19,New Probable 2021-05-20,New Probable 2021-05-21,New Probable 2021-05-22,New Probable 2021-05-23,New Probable 2021-05-24,New Probable 2021-05-25,New Probable 2021-05-26,New Probable 2021-05-27,New Probable 2021-05-28,New Probable 2021-05-29,New Probable 2021-05-30,New Probable 2021-05-31,New Probable 2021-06-01,New Probable 2021-06-02,New Probable 2021-06-03,New Probable 2021-06-04,New Probable 2021-06-05,New Probable 2021-06-06,New Probable 2021-06-07,New Probable 2021-06-08,New Probable 2021-06-09,New Probable 2021-06-10,New Probable 2021-06-11,New Probable 2021-06-12,New Probable 2021-06-13,New Probable 2021-06-14,New Probable 2021-06-15,New Probable 2021-06-16,New Probable 2021-06-17,New Probable 2021-06-18,New Probable 2021-06-19,New Probable 2021-06-20,New Probable 2021-06-21,New Probable 2021-06-22,New Probable 2021-06-23,New Probable 2021-06-24,New Probable 2021-06-25,New Probable 2021-06-26,New Probable 2021-06-27,New Probable 2021-06-28,New Probable 2021-06-29,New Probable 2021-06-30,New Probable 2021-07-01,New Probable 2021-07-02,New Probable 2021-07-03,New Probable 2021-07-04,New Probable 2021-07-05,New Probable 2021-07-06,New Probable 2021-07-07,New Probable 2021-07-08,New Probable 2021-07-09,New Probable 2021-07-10,New Probable 2021-07-11,New Probable 2021-07-12,New Probable 2021-07-13,New Probable 2021-07-14,New Probable 2021-07-15,New Probable 2021-07-16,New Probable 2021-07-17,New Probable 2021-07-18,New Probable 2021-07-19,New Probable 2021-07-20,New Probable 2021-07-21,New Probable 2021-07-22,New Probable 2021-07-23,New Probable 2021-07-24,New Probable 2021-07-25,New Probable 2021-07-26,New Probable 2021-07-27,New Probable 2021-07-28,New Probable 2021-07-29,New Probable 2021-07-30,New Probable 2021-07-31,New Probable 2021-08-01,New Probable 2021-08-02,New Probable 2021-08-03,New Probable 2021-08-04,New Probable 2021-08-05,New Probable 2021-08-06,New Probable 2021-08-07,New Probable 2021-08-08,New Probable 2021-08-09,New Probable 2021-08-10
Donley,0,0,6,0,0,0,4,0,0,8,1,0,7,0,0,0,0,0,7,9,3,0,0,0,1,1,0,6,0,0,2,3,5,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0,0,0,2,1,-1,0,1,0,0,0,0,1,1,0,0,0,3,-2,-2,3,1,0,0,1,1,15,0,0,0,0,0,1,0,-1,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,3,0,0,-2,0,0,0,1,0,0,0,0,2,0,0,0,0,-1,-1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,3
Duval,0,0,0,21,0,2,-4,0,0,0,-1,0,2,-1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,3,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,-5,1,1,0,3,1,0,10,0,0,0,0,-2,5,1,0,3,0,2,3,1,2,1,2,0,3,1,1,5,3,3,0,1,-1,0,0,-1,1,0,-1,2,0,3,0,0,0,0,-1,-11,1,0,2,0,-1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,1,1,3,0,0,0,-1,1,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,1,1,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,-2,1,0,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,9,-1,1,0,0,0,1,2,-1,4,0,0,0,1,3,1,2,-1,0,2
Eastland,0,0,5,3,1,1,0,0,0,2,1,0,11,1,0,0,3,1,4,0,1,0,0,4,1,2,0,0,7,0,0,6,9,3,4,0,0,9,8,1,9,1,0,0,5,4,1,2,1,0,0,0,1,0,0,0,0,0,4,2,0,2,0,0,0,1,3,2,4,4,0,0,2,0,4,1,4,0,0,0,4,1,0,1,0,0,0,2,1,3,0,0,0,0,0,6,2,4,0,0,2,5,2,3,0,0,0,0,8,0,0,1,0,0,0,0,2,4,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,-1,0,-1,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,5,1,0,0,0,1
Ector,0,0,37,139,82,143,52,0,0,69,91,0,21,142,0,0,0,0,0,0,0,0,0,0,244,137,0,0,0,0,14,0,60,35,151,0,0,310,0,47,64,0,0,0,0,130,97,108,0,0,0,255,108,0,0,0,0,0,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0,138,56,232,69,0,0,0,150,223,112,173,0,0,85,27,33,32,41,0,0,71,48,17,71,69,0,0,50,89,196,171,122,0,0,0,0,0,0,0,0,0,196,164,93,27,0,0,0,0,0,1,9,0,0,0,16,0,13,0,14,0,0,3,19,0,4,7,0,0,21,11,9,7,4,-4,0,16,8,10,0,9,0,0,18,7,12,23,7,0,0,22,7,18,10,12,0,0,7,20,15,14,2,0,0,20,15,9,10,0,0,0,20,22,6,1,4,0,0,12,1,7,3,0,0,0,0,1,2,3,6,0,0,3,1,0,5,3,0,0,0,5,1,0,0,0,0,3,4,4,1,2,0,0,6,12,-7,3,0,0,0,3,4,5,7,1,0,0,3,5,2,9,6,0,0,0,13,13,12,6,0,0,16,0,30,9,13,0,0,47,28,21,24,17,0,0,30,50,55,46,17,0,0,0,106,50,77,33,0,0,85
Edwards,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Ellis,0,0,8,14,25,19,0,0,0,45,15,0,14,18,0,0,9,9,13,7,16,0,0,19,11,22,0,0,1,0,0,23,37,13,18,0,0,23,12,20,16,11,0,0,40,14,27,27,19,0,0,44,22,21,0,0,16,0,15,15,20,18,0,0,0,51,25,15,23,26,0,0,33,18,20,24,21,0,0,0,54,16,19,4,0,0,53,37,20,30,21,0,0,28,14,25,12,46,0,0,24,15,17,19,9,0,0,0,42,0,0,10,0,0,11,11,19,13,16,0,0,22,7,17,2,14,0,0,5,7,19,10,5,0,0,3,4,2,3,7,0,0,8,5,1,6,3,0,0,17,3,27,24,-33,0,0,7,9,12,9,10,0,0,18,13,7,5,7,0,0,17,4,16,7,5,0,0,11,1,9,13,6,0,0,4,1,7,2,5,0,0,9,6,3,10,8,0,0,20,4,3,1,13,0,0,10,1,6,1,3,0,0,0,10,3,3,1,0,0,8,2,11,3,7,0,0,9,0,13,1,9,0,0,7,0,5,4,6,0,0,10,-3,2,-1,13,0,0,11,0,11,3,3,0,0,11,0,13,7,17,0,0,1,4,10,8,10,0,0,37,6,36,24,43,0,0,69,26,30,19,40,0,0,31
El Paso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erath,0,0,4,4,4,3,0,0,0,24,11,0,14,19,0,0,18,16,3,11,10,0,0,23,1,4,0,0,0,0,0,11,21,5,11,0,0,24,12,20,10,14,0,0,12,18,15,15,11,0,0,15,17,7,0,0,20,0,8,9,12,5,0,0,0,8,12,9,26,6,0,0,11,15,11,19,10,0,0,0,17,7,2,6,0,0,16,1,0,0,6,0,0,3,0,9,1,6,0,0,2,6,2,5,1,0,0,0,6,0,0,0,0,0,0,6,4,6,1,0,0,4,2,8,0,0,0,0,2,3,0,2,0,0,0,1,0,0,0,0,0,0,1,3,1,2,1,0,0,3,0,0,2,0,0,0,1,5,0,3,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,0,0,0,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,2,4,0,4,0,0,0,1,0,3,3,0,0,2,-2,2,4,2,0,0,3,3,6,0,0,0,0,4,10,3,5,5,0,0,15,5,1,3,10,0,0,6
Falls,0,0,0,1,0,0,0,0,0,0,1,1,2,4,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,2,1,1,1,0,4,4,0,0,0,0,0,1,0,1,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,22,0,1,0,-2,0,0,2,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,3,1,0,1,1,1,0,3,0
Fannin,0,0,2,3,3,12,0,0,0,4,1,0,26,8,0,0,4,10,2,0,0,0,0,9,1,0,0,0,0,0,0,4,1,1,5,0,0,9,0,1,4,9,0,0,9,4,0,6,3,0,0,9,5,5,0,0,2,0,10,2,1,5,0,0,0,2,4,5,1,11,0,0,13,3,9,5,10,0,0,0,15,2,5,2,0,0,23,9,10,3,2,0,0,11,10,10,5,16,0,0,11,7,4,3,4,0,0,0,13,0,0,4,0,0,1,2,3,3,5,0,0,2,1,2,2,1,0,0,-2,6,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,-2,0,0,0,0,1,0,0,0,1,0,0,1,0,3,1,-1,0,0,2,5,1,0,3,0,0,0,3,0,0,3,0,0,4,6,13,9,6,0,0,6,1,5,4,15,0,0,2
Fayette,0,0,9,5,4,5,5,1,0,7,10,12,1,11,0,2,7,7,5,7,13,0,0,9,6,5,1,3,1,1,1,5,29,22,11,0,8,15,1,8,1,3,0,2,13,9,7,8,4,5,0,32,6,1,0,0,0,0,14,12,8,3,0,0,0,10,6,4,12,4,5,0,2,1,16,3,9,0,0,1,7,6,11,6,0,2,6,4,4,11,8,4,21,6,1,11,10,3,0,4,2,7,13,1,3,0,0,1,0,1,0,0,0,0,3,1,3,1,5,0,4,2,6,4,3,1,0,2,7,3,9,1,7,0,4,0,5,1,6,13,0,3,4,0,12,3,9,0,4,-1,10,3,1,8,0,0,1,1,1,4,4,0,10,4,8,3,3,3,0,4,1,3,1,5,0,0,4,-1,0,5,1,4,0,2,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,3,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,8,0,3,0,0,0,0,1,1,3,5,0,0,8,8,1,1,7,0,3,5,29,3,4,0,0,1,7
Fisher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floyd,0,0,12,1,1,0,9,0,0,1,14,0,20,6,0,0,7,0,9,4,3,0,0,11,6,0,0,0,0,0,6,11,2,1,3,0,0,1,6,7,19,1,0,0,6,6,0,0,3,0,0,1,6,0,0,0,0,0,0,0,9,24,0,0,0,15,10,4,0,3,0,0,1,1,1,2,0,0,0,3,2,0,6,2,0,0,4,2,6,0,5,0,0,1,8,5,1,3,0,0,1,7,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,0,-1,0,0,0,0,0,0,7,0,0,-1,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,2,2,8,0,3,0,0,-1
Foard,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Bend,13,0,17,13,41,25,36,0,0,0,87,0,0,80,70,0,30,90,0,71,0,0,0,0,369,0,0,0,115,0,27,10,89,0,0,653,0,346,0,160,0,0,118,0,20,78,0,221,47,0,0,8,0,234,0,0,0,0,104,0,107,0,0,0,0,0,0,322,0,0,0,0,105,157,0,306,97,0,0,0,134,8,240,117,0,0,0,110,206,99,0,0,0,0,206,0,296,0,0,0,28,103,90,58,109,0,0,0,0,0,0,65,72,0,85,4,89,96,147,0,0,0,0,292,64,23,0,0,0,32,104,36,56,0,0,48,77,19,44,72,0,0,38,35,136,0,59,0,0,0,71,59,0,0,0,0,54,71,16,70,66,0,0,45,120,52,67,107,0,0,0,75,22,0,64,0,0,75,0,65,0,0,0,0,0,0,0,35,0,0,0,20,70,43,0,30,0,0,0,44,41,16,0,0,0,0,0,0,14,22,0,0,0,0,35,7,10,0,0,7,13,7,20,18,0,0,1,7,27,1,23,0,0,6,19,3,10,11,0,0,1,7,20,2,0,0,0,0,2,54,7,25,0,0,7,15,34,13,33,0,0,24,35,19,54,20,0,0,0,81,20,97,45,0,0,56,79,42,102,69,0,0,0
Franklin,0,1,0,1,2,-1,0,0,1,0,0,0,0,0,6,3,1,2,0,3,1,1,0,4,2,1,0,0,0,1,0,5,-1,0,0,0,0,1,0,1,1,-1,0,0,0,-2,0,0,1,1,1,0,1,6,7,0,1,0,10,0,1,4,0,0,0,0,1,0,6,2,0,8,0,2,3,1,3,0,1,1,2,3,2,4,0,0,0,0,3,0,0,0,0,11,1,0,3,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,1,3,0,0,2,1,0,-1,-1,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,4,8,1,3,0,0,1
Freestone,0,0,2,4,6,3,7,0,0,17,1,2,4,5,0,0,10,2,2,2,0,0,0,3,13,13,0,-1,0,3,4,8,4,16,17,1,1,0,9,4,13,13,0,0,3,2,1,6,3,0,0,0,1,5,0,0,0,0,0,1,7,2,0,0,0,1,1,1,0,2,0,0,1,0,0,-1,2,0,0,0,0,4,0,1,0,2,0,0,2,2,0,0,118,15,4,6,11,6,0,9,5,5,4,3,2,0,0,9,0,0,0,0,0,1,0,0,3,4,1,0,1,1,3,6,0,0,0,0,1,2,0,1,0,0,4,0,2,0,1,0,0,3,0,1,2,1,0,0,3,1,1,0,0,0,0,1,0,0,0,3,3,0,6,0,1,1,1,3,0,0,10,0,1,1,3,0,0,2,1,0,4,5,0,9,0,1,0,4,3,0,3,0,0,1,0,2,0,7,0,0,3,1,0,0,4,0,1,3,2,0,0,0,0,2,0,-2,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,2,0,0,3,0,2,0,0,3,1,1,2,2,0,0,2,6,9,3,2,0,8,2,5,3,1,0,0,3,3,5,1,2,0,0,0,4
Frio,0,0,0,1,1,6,2,0,0,0,2,0,1,16,0,0,5,4,29,11,6,0,0,3,20,0,0,0,0,0,5,2,-2,23,1,0,0,0,2,6,3,34,0,0,6,-1,11,0,15,0,0,9,4,0,8,0,0,0,11,16,11,0,0,0,0,23,2,14,10,2,0,0,7,1,3,4,2,0,0,0,12,1,3,3,0,0,19,12,1,6,13,0,0,1,11,15,10,1,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,5,14,0,0,0,-4,0,0,1,0,0,0,0,0,1,0,5,1,-1,0,0,0,0,3,0,-1,0,0,0,0,7,0,0,0,0,-1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,-1,1,1,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,1,0,1,1,0,0,4,1,2,1,3,0,0,1,1,1,20,0,0,1,8,0,1,0,16,0,0,1,3,0,0,0,0,0,4
